topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,topic20,doc_id
1.8816936148694686e-6,1.8816936149319582e-6,1.8816936149451916e-6,1.8816936147926454e-6,1.881693614734319e-6,1.8816936150217177e-6,1.881693615732678e-6,1.8816936150496503e-6,1.8816936150579446e-6,1.881693614809436e-6,1.8816936150754765e-6,0.5862694299284928,1.8816936147335666e-6,0.010743917876665413,1.8816936147989145e-6,1.8816936151274034e-6,1.8816936148055699e-6,0.4029546634033878,1.8816936146589705e-6,1.8816936147347152e-6,text65
0.9888840513810332,8.822329368799291e-7,0.010468723900839236,8.82232937295193e-7,8.822329364002646e-7,8.822329369549417e-7,8.822329371065864e-7,8.822329369594824e-7,8.822329369400618e-7,8.82232937221442e-7,8.822329368809805e-7,6.32226758198136e-4,8.822329372392131e-7,8.822329372933116e-7,8.822329370711513e-7,8.822329369550635e-7,8.822329369468633e-7,8.822329368151194e-7,8.822329369108692e-7,8.822329374488141e-7,text66
3.2826661768934297e-6,3.282666177046367e-6,3.2826661768252325e-6,3.2826661773784856e-6,3.2826661773436543e-6,0.9645888069107413,3.2826661769593263e-6,3.2826661771475226e-6,3.28266617739364e-6,3.282666176750924e-6,3.2826661770151796e-6,3.282666176964472e-6,3.282666176714207e-6,3.2826661772614977e-6,3.2826661767742343e-6,3.2826661769464137e-6,3.2826661766958207e-6,0.03535210509807298,3.2826661769073646e-6,3.2826661767605094e-6,text67
2.4145202069603797e-5,2.4145202069641273e-5,2.4145202069868115e-5,2.414520206960862e-5,2.4145202069545104e-5,2.4145202069557332e-5,2.4145202069581682e-5,0.8057471640106455,2.414520206967737e-5,2.4145202069626572e-5,2.414520206964846e-5,2.4145202069582048e-5,2.414520206962243e-5,2.4145202069761257e-5,0.13879132297119276,2.4145202069565043e-5,0.055051044582978076,2.4145202069609228e-5,2.4145202069580954e-5,2.414520206954025e-5,text68
0.6554408648594218,0.13100650547910947,3.6410878443601577e-6,3.641087844271951e-6,0.011859303954628867,3.641087844370754e-6,3.6410878448624016e-6,3.641087844443697e-6,3.6410878446578262e-6,3.641087844097039e-6,3.6410878446297945e-6,3.6410878445853215e-6,3.6410878442711968e-6,3.6410878442128942e-6,0.011971564092120142,3.641087844684378e-6,0.18966714529705275,3.6410878447246173e-6,3.6410878444908536e-6,3.641087844312133e-6,text69
2.9923880713698937e-6,2.9923880713034936e-6,2.9923880711643337e-6,2.99238807095125e-6,2.9923880711400746e-6,2.992388071130987e-6,2.9923880712960066e-6,0.5327170048435963,0.03717559009976724,0.34727741583011557,0.010205776359609483,0.010023298703812945,2.992388071227737e-6,0.011138152534356837,2.992388071006434e-6,2.9923880711960606e-6,2.9923880710935797e-6,0.05142386058381638,2.9923880714357836e-6,2.9923880709574603e-6,text7
0.016708865252405822,9.94232517217042e-6,9.942325172268144e-6,9.942325172460304e-6,9.94232517246215e-6,9.942325172393463e-6,0.0484505505690644,9.942325172401884e-6,9.942325172316308e-6,9.942325172395563e-6,9.942325172224132e-6,9.942325172266823e-6,9.942325172414744e-6,9.94232517241666e-6,0.047218107310863136,9.94232517231894e-6,9.94232517227837e-6,0.026625590054973225,9.942325172241639e-6,0.8608477519351084,text70
3.780987052743606e-6,3.7809870528166125e-6,3.780987052812471e-6,3.780987052609149e-6,3.780987052427429e-6,3.7809870527765915e-6,0.2302776490682703,3.7809870526319496e-6,3.78098705275524e-6,3.7809870527707245e-6,3.78098705287818e-6,3.780987052785052e-6,0.7596510881688376,3.7809870528522464e-6,3.7809870528414954e-6,3.780987052772679e-6,3.780987052639581e-6,0.010006985982995549,3.780987052882186e-6,3.7809870525447416e-6,text71
1.4923410199719258e-6,1.4923410200013663e-6,0.9999716455206175,1.4923410216035685e-6,1.4923410197746706e-6,1.4923410198990282e-6,1.4923410198585313e-6,1.492341020822667e-6,1.4923410197859633e-6,1.492341020023014e-6,1.492341019967854e-6,1.4923410197388915e-6,1.4923410196878311e-6,1.4923410199090888e-6,1.4923410215793402e-6,1.4923410198460581e-6,1.4923410199646788e-6,1.4923410198263435e-6,1.4923410202075079e-6,1.4923410200042504e-6,text72
3.491301699962931e-6,3.4913016999239663e-6,3.4913016999041334e-6,3.491301699902211e-6,3.491301699774566e-6,3.491301699814938e-6,3.491301699869674e-6,3.491301700193291e-6,3.491301699968902e-6,3.4913016998641937e-6,3.4913017000408945e-6,3.4913017000044196e-6,3.491301700177459e-6,3.4913016999737934e-6,3.4913017002312296e-6,3.4913016999400036e-6,3.4913016998810793e-6,3.4913017000010183e-6,3.491301699948695e-6,0.9999336652677006,text73
3.143698847727631e-6,3.1436988478811224e-6,3.143698847811323e-6,3.143698847536511e-6,3.143698847353497e-6,3.143698847795599e-6,3.143698847986669e-6,3.1436988478853665e-6,3.143698847714676e-6,3.1436988475773824e-6,3.1436988477907974e-6,3.1436988477490327e-6,3.1436988479627887e-6,3.143698847488165e-6,3.1436988479374383e-6,3.143698847759667e-6,3.143698847735249e-6,3.1436988477448768e-6,3.143698847651595e-6,0.9999402697218929,text74
1.572070272620891e-5,1.572070272614914e-5,1.5720702726287146e-5,1.5720702726325154e-5,1.5720702726265597e-5,1.5720702726244977e-5,1.572070272629665e-5,1.572070272631497e-5,1.5720702726309006e-5,1.5720702726212966e-5,1.5720702726273153e-5,1.57207027261736e-5,1.5720702726351727e-5,0.26971414281076744,1.572070272633512e-5,1.572070272631498e-5,0.7300028845401596,1.5720702726195175e-5,1.5720702726360814e-5,1.5720702726318246e-5,text75
2.410125748296884e-6,2.4101257481754144e-6,2.41012574809296e-6,2.4101257479183416e-6,2.4101257481121817e-6,2.410125748062946e-6,2.4101257482851255e-6,2.410125748072973e-6,2.4101257481874347e-6,0.020243890987556457,0.7990549258639285,2.4101257480725105e-6,2.4101257480791347e-6,2.4101257479115247e-6,0.021075272808798486,2.410125748129522e-6,2.410125748176888e-6,0.15958734832774685,2.4101257483596216e-6,2.4101257479132797e-6,text76
3.0880187492542052e-6,3.0880187492884618e-6,3.0880187491832603e-6,3.088018748940336e-6,3.088018748963219e-6,3.0880187491077926e-6,3.08801874929528e-6,3.0880187491727537e-6,3.088018749412006e-6,0.9999413276437656,3.0880187492190813e-6,3.0880187494444717e-6,3.0880187490112372e-6,3.088018749050689e-6,3.088018749093883e-6,3.0880187492794074e-6,3.0880187492045123e-6,3.088018749351379e-6,3.0880187491031483e-6,3.0880187489135023e-6,text77
2.887870649794967e-6,0.9908759812243955,2.8878706497488115e-6,2.8878706495343614e-6,2.887870649675196e-6,2.8878706491282857e-6,2.8878706496762182e-6,2.887870649674939e-6,2.8878706492797196e-6,2.8878706490830643e-6,2.8878706497416447e-6,2.8878706499280873e-6,2.887870649474292e-6,2.8878706495961025e-6,2.887870649646453e-6,2.887870649336868e-6,2.8878706495923903e-6,0.009072037103912961,2.887870649359165e-6,2.8878706492729175e-6,text78
2.8925576349932447e-6,2.892557635168691e-6,2.892557634744067e-6,2.8925576348144792e-06,2.8925576346453878e-6,2.892557634962074e-6,2.8925576347350415e-6,2.892557634986196e-6,2.8925576353179637e-6,2.8925576345515988e-6,0.5558604518855893,0.4440874820769832,2.8925576346282794e-6,2.892557634594243e-6,2.892557634755132e-6,2.892557634708052e-6,2.8925576350130128e-6,2.8925576351459215e-6,2.892557634973679e-6,2.8925576347736485e-06,text79
3.5563235368696013e-6,3.556323537148866e-6,3.556323536657645e-6,3.5563235367294982e-6,3.5563235365187615e-6,3.556323537007627e-6,3.5563235370518146e-6,3.5563235367001523e-6,3.5563235368983864e-6,3.556323536735088e-6,3.5563235370853143e-6,3.5563235370420775e-6,3.5563235366630896e-6,0.9999324298527995,3.556323537008558e-6,3.5563235370086117e-6,3.5563235369193496e-6,3.556323536845254e-6,3.556323536961872e-6,3.556323536624261e-6,text8
2.6182370371870496e-6,2.6182370372612234e-6,2.6182370370474683e-6,2.6182370370075777e-6,2.618237036684987e-6,2.618237037096415e-6,2.618237037175222e-6,2.618237037007402e-6,2.6182370371910963e-6,2.618237037090339e-6,2.6182370370129462e-6,2.6182370371409765e-6,2.6182370370929324e-6,0.9999502534962958,2.6182370367706126e-6,2.618237037239513e-6,2.618237037034485e-6,2.6182370372088438e-6,2.618237037080646e-6,2.6182370368390097e-6,text80
3.528939039776807e-6,3.528939039629667e-6,3.528939039728652e-6,3.5289390399507628e-6,3.528939039681007e-6,3.5289390400500926e-6,3.5289390400661553e-6,3.5289390395036785e-6,3.528939039661769e-6,3.5289390395791855e-6,3.528939039691343e-6,3.5289390395624274e-6,3.5289390395251944e-6,0.9999329501582451,3.5289390394536828e-6,3.528939039584893e-6,3.5289390396379887e-6,3.528939040061577e-6,3.528939040086305e-6,3.528939039712167e-6,text81
3.7623629026879213e-6,3.7623629022528267e-6,3.7623629021362e-6,3.762362902499846e-6,3.762362902563179e-6,0.9999285151048563,3.7623629023699426e-6,3.7623629026277375e-6,3.7623629022905997e-6,3.7623629020520566e-6,3.762362902190483e-6,3.762362902356424e-6,3.762362902276752e-6,3.7623629019581965e-6,3.7623629021710122e-6,3.7623629023426838e-6,3.7623629022045005e-6,3.762362902238203e-6,3.762362902321015e-6,3.7623629021310056e-6,text82
0.27249954949981375,4.401412745150062e-6,4.401412745444866e-6,4.401412745362785e-6,4.401412745504493e-6,4.401412744971422e-6,4.401412744998369e-6,4.401412745469876e-6,4.40141274510382e-6,4.401412744918395e-6,4.401412744970921e-6,4.401412744892371e-6,4.4014127447360695e-6,4.4014127454051146e-6,4.401412745354688e-6,0.15863404601836417,4.401412745035502e-6,0.568791580465155,4.401412744787885e-6,4.401412745048655e-6,text83
0.5746286667925665,0.008016883963374804,2.792837206345475e-6,2.7928372063932565e-6,2.7928372066030127e-06,2.792837206624164e-6,2.7928372067914712e-6,2.792837206576787e-6,2.792837206819039e-6,2.79283720655593e-6,2.7928372066221997e-6,2.7928372066172e-6,2.7928372065564408e-6,2.792837206355681e-6,2.792837206438183e-6,0.18293630120319995,2.7928372064249812e-6,0.2343734626455541,2.7928372065229232e-6,2.792837206416875e-6,text84
2.583239058381845e-6,2.5832390584365537e-6,2.583239058571576e-6,2.5832390584058047e-6,2.5832390583180987e-6,2.5832390582817762e-6,0.9767153139978816,2.583239058642325e-6,2.5832390585729853e-6,2.5832390580928807e-6,2.5832390586868037e-6,2.5832390589127404e-6,2.583239058453721e-6,2.583239058254869e-6,2.583239058409591e-6,2.583239058295329e-6,2.583239058255047e-6,0.023238187699067128,2.583239058281145e-6,2.583239057964147e-6,text85
3.629553214995906e-6,3.629553215198654e-6,3.6295532154611643e-6,3.629553214935425e-6,3.6295532155759974e-6,3.629553214934701e-6,3.629553215007693e-6,3.6295532154945188e-6,3.6295532149941154e-6,3.629553215100022e-6,3.6295532153562266e-6,3.62955321525389e-6,3.629553215485937e-6,3.629553215397067e-6,3.629553215620114e-6,3.62955321505973e-6,3.6295532153357467e-6,0.9999310384889103,3.629553214967047e-6,3.6295532155137502e-6,text86
4.654285235601232e-6,4.654285235687949e-6,4.654285235528022e-6,4.6542852356044795e-6,4.654285235637693e-6,4.654285235645468e-6,4.654285235593134e-6,4.6542852356431635e-6,4.654285235507572e-6,4.654285235433903e-6,4.654285235531013e-6,0.11790417531124517,4.6542852355177366e-6,4.6542852353906935e-6,0.8820120475545139,4.654285235753221e-6,4.654285235798778e-6,4.654285235908965e-6,4.654285235606088e-6,4.654285235585216e-6,text87
0.35018261849318494,4.809180579349256e-6,0.007783557241749537,0.029564582787481194,4.809180579193582e-6,4.809180578680635e-6,4.809180578879964e-6,4.809180578501329e-6,0.05079526736109206,4.80918057850078e-6,0.03347224998476876,0.2933810435497092,4.809180578476524e-6,0.033017771937329306,4.8091805786502826e-6,4.809180578715076e-6,4.809180578684823e-6,4.809180578767099e-6,0.20174519847773936,4.809180579283257e-6,text88
3.6402615116783602e-6,0.9999308350312778,3.640261511667619e-6,3.640261511869906e-6,3.640261512127617e-6,3.640261511655202e-6,3.6402615119085876e-6,3.640261511578001e-6,3.6402615116638103e-6,3.640261511609201e-6,3.6402615118284215e-6,3.640261511687098e-6,3.6402615113422068e-6,3.6402615113602867e-6,3.6402615122303543e-6,3.640261511668629e-6,3.640261511243058e-6,3.640261511955492e-6,3.640261511781775e-6,3.6402615113913897e-6,text89
3.807915109192468e-6,3.8079151094336157e-6,3.8079151092635984e-6,3.8079151090275515e-6,3.8079151090713736e-6,3.807915109137221e-6,3.807915109203259e-6,3.80791510921743e-6,3.807915109048667e-6,3.807915109169458e-6,3.8079151090736187e-6,0.9999276496129259,3.807915109014164e-6,3.807915108908042e-6,3.8079151090407436e-6,3.807915109307318e-6,3.8079151091317565e-6,3.807915109462806e-6,3.80791510925405e-6,3.807915109180787e-6,text9
8.797223179031985e-6,8.797223179140927e-6,8.797223179060748e-6,0.7229556699793261,8.79722317921114e-6,8.797223179294636e-6,8.79722317910032e-6,8.797223179078795e-6,8.797223179065271e-6,8.797223179163686e-6,8.797223179140993e-6,0.02533545540162618,8.797223179113005e-6,8.797223179159456e-6,8.797223179153109e-6,0.25155932182500257,8.797223178982267e-6,8.797223178966722e-6,8.797223179150007e-6,8.797223179266442e-6,text90
3.4581825432906353e-6,3.4581825433369693e-6,3.4581825426917724e-6,3.4581825425385154e-6,0.9999342945316847,3.4581825430310176e-6,3.4581825428235563e-6,3.458182542692657e-6,3.458182542925806e-6,3.4581825426640194e-6,3.458182543103465e-6,3.4581825428627693e-6,3.4581825427587435e-6,3.458182542437042e-6,3.45818254307468e-6,3.458182543105733e-6,3.4581825428797413e-6,3.4581825433026094e-6,3.458182543302515e-6,3.4581825424850845e-6,text91
4.241946363625614e-6,4.2419463636154725e-6,4.2419463639118315e-6,4.241946363888203e-6,4.241946363945636e-6,0.7941340773392094,0.2026065897108745,4.241946364027253e-6,4.241946364139263e-6,4.241946363471851e-6,4.2419463639780526e-6,4.241946363575328e-6,0.0031872198617324695,4.241946363873993e-6,4.24194636379642e-6,4.24194636357486e-6,4.241946363617671e-6,4.2419463636852595e-6,4.24194636357738e-6,4.241946363295071e-6,text92
8.136757856398533e-6,8.136757856431361e-6,8.136757856461634e-6,8.136757856448156e-6,8.13675785657092e-6,8.136757856361333e-6,0.24565980516458277,8.136757856400085e-6,8.136757856212229e-6,8.136757856474838e-6,0.011608285591080235,0.5417604181323895,8.136757856454871e-6,8.136757856537149e-6,0.008758013150570182,0.037565221182265525,0.12347450124336862,8.13675785636001e-6,8.136757856245849e-6,0.031067977683609735,text93
7.469848012081903e-6,7.469848011062985e-6,7.469848011519552e-6,7.4698480120994986e-6,7.469848012165805e-6,7.469848012142935e-6,7.469848012118239e-6,7.469848012069503e-6,7.4698480121651605e-06,7.469848012226182e-6,7.469848012022019e-6,7.469848012063321e-6,7.469848012253015e-6,7.469848012200332e-6,0.14116075270708742,0.05121460577543868,0.8074976541012708,7.469848011960324e-6,7.469848010840153e-6,7.469848012161188e-6,text94
2.5836551515533696e-6,2.58365515177012e-6,0.9999509105521223,2.583655151054016e-6,2.583655151189758e-6,2.583655151493616e-6,2.5836551515712305e-6,2.5836551517493387e-6,2.5836551515895294e-6,2.5836551514444695e-6,2.5836551514131013e-6,2.583655151676866e-6,2.583655151517468e-6,2.5836551508974175e-6,2.583655151316211e-6,2.5836551517648898e-6,2.5836551515199685e-6,2.5836551518293816e-6,2.583655151309549e-6,2.5836551510628557e-6,text95
