topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,topic20,doc_id
2.7592613138725826e-5,2.7592613138730403e-5,2.7592613138693222e-5,2.759261313869123e-5,2.7592613138666096e-5,2.7592613138714655e-5,0.9994757403503634,2.7592613138668556e-5,2.759261313890542e-5,2.7592613138757424e-5,2.7592613138733364e-5,2.7592613138739805e-5,2.7592613138690488e-5,2.7592613138633777e-5,2.7592613138694123e-5,2.7592613139461796e-5,2.7592613138746507e-5,2.759261313893105e-5,2.759261313871444e-5,2.7592613138702258e-5,text28
3.444074545653739e-6,3.444074545562952e-6,3.4440745454983113e-6,3.4440745453220717e-06,0.10235685323082117,0.88560596709965,3.4440745456388624e-6,3.4440745455427585e-6,3.444074545782824e-6,3.444074545474284e-6,0.011978630402254766,3.444074545603084e-6,3.444074545478425e-6,3.4440745452737328e-6,3.4440745455106394e-6,3.4440745456581883e-6,3.4440745456500348e-6,3.4440745457051855e-6,3.444074545456864e-6,3.444074545234195e-6,text29
0.004665245423287433,4.606169545015837e-6,0.043357812092692724,4.606169545691394e-6,4.606169545951398e-6,4.606169544722398e-6,4.606169544746086e-6,4.60616954563689e-6,4.606169545099927e-6,4.606169544694294e-6,0.1545923024007938,4.606169544777811e-6,4.606169544784137e-6,4.606169545462708e-6,4.606169545681161e-6,0.677694859537864,0.11962068800218487,4.606169545104233e-6,4.606169544894656e-6,4.606169544836e-6,text3
1.0685375549548965e-6,1.0685375550489208e-6,1.0685375572929067e-6,1.0685375566594502e-6,1.0685375561245017e-6,1.0685375550414576e-6,1.0685375549932898e-6,0.9999796977864374,1.068537556871739e-6,1.0685375572542905e-6,1.0685375554519378e-6,1.0685375549623845e-6,1.068537556834008e-6,1.0685375577085443e-6,1.0685375565834715e-6,1.0685375549815395e-6,1.0685375561361899e-6,1.0685375550209363e-6,1.0685375551339265e-6,1.0685375555547932e-6,text30
3.096962060639749e-6,3.096962060727341e-6,3.0969620605065877e-6,3.096962060437259e-6,3.096962060543171e-6,3.096962060521103e-6,0.9822833050956017,3.096962060528586e-6,3.0969620608597073e-6,3.0969620603322755e-6,0.0176609495873087,3.096962060610022e-6,3.09696206028143e-6,3.0969620602466032e-6,3.096962060485759e-6,3.0969620608356947e-6,3.096962060697294e-6,3.0969620607153627e-6,3.096962060369695e-6,3.096962060240209e-6,text31
2.6139702499559176e-6,0.2648213608031008,2.6139702497571224e-6,2.613970249552563e-6,0.009467604224889126,2.6139702495762063e-6,0.25140611939244356,0.36151977191851287,2.6139702500190813e-6,2.6139702498205037e-6,2.6139702501273135e-6,2.613970249952615e-6,2.6139702497824893e-6,2.6139702498223003e-6,2.6139702496425616e-6,2.6139702497592844e-6,0.08119902427092622,2.6139702500353435e-6,2.6139702494815207e-6,0.03154952380663018,text32
3.1320357862823155e-6,0.687568139599968,3.1320357861873203e-6,3.132035786297651e-6,3.1320357861936324e-6,3.1320357862720274e-6,0.3123754837558794,3.1320357864401372e-06,3.132035786278256e-6,3.13203578615109e-6,3.1320357863487957e-6,3.132035786331538e-6,3.132035786189755e-6,3.132035786114329e-6,3.13203578659144e-6,3.1320357862781837e-6,3.1320357861056816e-6,3.132035786068314e-6,3.1320357863506486e-6,3.1320357861742637e-6,text33
5.8257504953739226e-6,0.9884681353874321,5.825750495347881e-6,5.8257504954215165e-6,5.825750495349573e-6,5.825750495264059e-6,5.825750495284848e-6,5.825750495311879e-6,5.825750494761856e-6,5.825750495181264e-6,5.8257504954150545e-6,9.85391298657045e-4,5.8257504954534674e-6,0.01044743555549097,5.825750495417585e-6,5.825750495252282e-6,5.825750495314219e-6,5.825750495089126e-6,5.825750495383109e-6,5.825750495308322e-6,text34
0.03694381760287167,1.8036416076957652e-5,1.8036416077174164e-5,1.8036416077057643e-5,1.8036416077091585e-5,1.8036416077229983e-5,0.8526885712641502,1.803641607712694e-5,1.803641607698707e-5,1.803641607694147e-5,1.803641607701578e-5,1.803641607704492e-5,1.8036416076937533e-5,1.8036416076901894e-5,1.803641607693001e-5,1.8036416077128563e-5,1.8036416077158907e-5,0.11006099205966827,1.8036416076923703e-5,1.803641607729998e-5,text35
1.3794046707797977e-6,1.3794046707372256e-6,1.3794046707813215e-6,1.379404670646864e-6,1.3794046705803763e-6,1.3794046708789672e-6,1.3794046709169598e-6,1.3794046707983826e-6,1.3794046705593677e-6,0.9999737913112507,1.3794046719969508e-6,1.3794046709252197e-6,1.3794046708144974e-6,1.379404671041525e-6,1.3794046726813113e-6,1.3794046706764076e-6,1.3794046714461706e-6,1.379404671230615e-6,1.3794046711030572e-6,1.3794046706342842e-6,text36
1.3133453545234319e-5,1.3133453545238061e-5,1.3133453545179536e-5,1.3133453545249784e-5,1.3133453545075031e-5,1.3133453544972862e-5,1.3133453545113739e-5,1.31334535452456e-5,0.08041072262256407,1.3133453545279606e-5,0.032820131445009885,1.3133453545148137e-5,1.3133453545221476e-5,1.3133453545089434e-5,0.010929871833755421,0.8032810191296663,1.3133453545414007e-5,0.07236125316582633,1.3133453545181039e-5,1.3133453545256872e-5,text37
0.03073760896821999,0.6699521120154871,4.0780197782215196e-06,4.078019778658879e-6,4.078019778755193e-6,4.078019778200156e-6,4.078019778421779e-6,4.078019778721825e-6,0.08887773878970395,4.078019778093513e-6,4.078019778233269e-6,4.078019778193421e-6,4.078019778026523e-6,4.0780197786284825e-6,0.034809358919565464,0.17556201101034802,4.078019778250707e-6,4.07801977833055e-6,4.07801977816435e-6,4.078019778596802e-6,text38
3.528162820750816e-6,3.5281628209465307e-6,3.5281628206971845e-6,3.5281628205686744e-6,3.5281628204113478e-6,3.528162820932447e-6,3.5281628208505644e-6,3.528162821027279e-6,3.528162820842938e-6,3.528162820559649e-6,0.9999329649064063,3.528162820818604e-6,3.5281628206502953e-6,3.528162820325938e-6,3.5281628208666678e-6,3.5281628207385972e-6,3.528162820748654e-6,3.5281628208257264e-6,3.5281628206764915e-6,3.528162820524111e-6,text39
2.030574580404094e-6,0.7273660773333055,2.030574580302059e-6,2.0305745802686037e-6,2.0305745804182723e-6,2.0305745802060846e-6,0.18341650185909752,2.0305745806176943e-6,2.030574580540017e-6,2.0305745802888876e-6,2.0305745804549022e-6,2.030574580581021e-6,2.030574580207187e-6,2.0305745799753846e-6,2.0305745804783824e-6,0.08918290103973035,2.0305745804548455e-6,2.03057458099835e-6,2.0305745803248293e-6,2.0305745801660432e-6,text4
2.620803801585138e-6,2.6208038017021434e-6,2.620803801348529e-6,2.6208038012747056e-6,2.6208038013095864e-6,2.620803801472544e-6,2.620803801595774e-6,2.6208038015827837e-6,2.6208038017516237e-6,2.620803801418298e-6,2.6208038014595133e-6,0.9999502047277722,2.6208038013175146e-6,2.6208038012169015e-6,2.620803801396088e-6,2.6208038014630345e-6,2.6208038013834117e-6,2.620803801690892e-6,2.6208038015647004e-6,2.620803801288903e-6,text40
4.449024346521789e-6,4.449024347045526e-6,0.28417752434817484,4.449024346169709e-6,4.44902434688568e-6,4.449024346939031e-6,4.449024346883217e-6,0.5683835834989828,4.449024346387881e-6,4.449024346239175e-6,4.44902434634778e-6,4.4490243463273826e-6,4.449024346500826e-6,4.449024346191381e-6,0.14736325873895004,4.449024347084672e-6,4.449024346678732e-6,4.449024347039858e-6,4.44902434664714e-6,4.449024346411828e-6,text41
5.5039102130093195e-6,5.50391021308341e-6,5.50391021297287e-6,5.503910212924706e-6,5.503910212929865e-6,5.503910213051456e-6,5.503910212396498e-6,5.503910212950963e-6,5.503910212632225e-6,5.503910212743216e-6,0.16532626934432132,5.503910213040766e-6,0.834574660271846,5.503910212809473e-6,5.503910213111285e-6,5.503910213069001e-6,5.5039102129289335e-6,5.503910213046337e-6,5.503910212983399e-6,5.503910213024752e-6,text42
0.9860220271300811,6.1472548768658885e-6,6.147254876994548e-6,6.1472548767485465e-6,6.147254877061615e-6,6.147254876763162e-6,6.1472548765176e-6,6.147254876687639e-6,6.147254876475725e-6,6.147254876664742e-6,6.147254876741226e-6,6.147254876309481e-6,6.1472548761231575e-6,6.147254876600199e-6,0.013867322282138387,6.1472548768253944e-6,6.147254876894027e-6,6.147254876327603e-6,6.147254876796517e-6,6.147254877116062e-6,text43
1.7881367210000872e-6,1.788136721096549e-6,1.7881367207348077e-6,1.78813672057002e-6,0.9999660254023041,1.7881367208521351e-6,1.788136720906163e-6,1.7881367208982137e-6,1.7881367209142504e-6,1.788136720815525e-6,1.788136720914864e-6,1.788136720925379e-6,1.7881367205488033e-6,1.7881367204033447e-6,1.7881367208590135e-6,1.788136720993893e-6,1.7881367207437676e-6,1.7881367210289423e-6,1.7881367209356939e-6,1.7881367208386845e-6,text44
6.632767667332956e-6,6.632767667405779e-6,0.02346121027993459,0.4063081442883855,6.632767667530555e-6,0.034182266625536875,0.2124741714589176,6.632767667421497e-6,6.632767667391873e-6,6.632767667396985e-6,6.632767667443104e-6,6.632767667446645e-6,6.632767667393021e-6,6.632767667582349e-6,6.632767667450401e-6,0.016277792943836317,6.632767667432036e-6,6.632767667313477e-6,6.632767667349861e-6,0.3072035556560452,text45
4.582482844621361e-6,0.07154777630808425,4.582482844713205e-6,4.582482844131536e-6,4.582482844871935e-6,4.58248284420218e-6,0.008337124371207413,4.582482844855522e-6,4.582482844477689e-6,0.8182805294533436,4.582482844837891e-6,4.582482844703459e-6,4.5824828449274644e-6,4.5824828444300714e-6,4.582482844650771e-6,4.582482844318238e-6,4.582482844605532e-6,0.09129149271281903,4.582482844658577e-6,0.010474339911876697,text46
2.6105668212936526e-6,2.6105668212247406e-6,2.6105668211489294e-6,0.9999503992303981,2.610566821050521e-6,2.6105668212651504e-6,2.6105668211984665e-6,2.610566820993614e-6,2.6105668210183568e-6,2.6105668210755298e-6,2.6105668211787615e-6,2.6105668213484065e-6,2.61056682113477e-6,2.6105668210036082e-6,2.61056682106173e-6,2.6105668212365927e-6,2.610566821170124e-6,2.610566821157478e-6,2.6105668213076257e-6,2.6105668211319676e-6,text47
3.7961993368334384e-6,3.796199337119685e-6,3.7961993365009e-6,3.7961993370029144e-6,3.796199337047548e-6,3.7961993370323895e-6,3.796199337188212e-6,3.7961993367283826e-6,3.7961993367306717e-6,3.7961993365282994e-6,3.7961993366915e-6,3.796199337209392e-6,3.7961993366085473e-6,3.796199336858248e-6,0.9999278722125992,3.796199337187773e-6,3.796199336864777e-6,3.796199337028988e-6,3.7961993366651833e-6,3.7961993370060967e-6,text48
3.36460680790913e-6,3.3646068078950044e-6,3.3646068078934294e-6,3.3646068077774112e-6,3.364606808064351e-6,3.364606807574133e-6,3.3646068077368905e-6,3.3646068077717137e-6,3.3646068079139174e-6,3.3646068078065246e-6,3.364606807797086e-6,3.364606807885189e-6,3.3646068076052882e-6,3.364606807432829e-6,3.3646068076456146e-6,3.364606807890477e-6,0.9999360724706522,3.3646068079260532e-6,3.3646068076909427e-6,3.3646068075558207e-6,text49
1.7744873059969069e-6,0.9965220491069166,1.7744873058674415e-6,1.774487305715022e-6,1.7744873056841228e-6,1.7744873059055484e-6,1.7744873061169907e-6,1.774487306001023e-6,1.774487306000407e-6,1.7744873057499502e-6,1.7744873062554573e-6,1.7744873059771577e-6,1.7744873056812e-6,1.7744873057024293e-6,1.7744873056631022e-6,0.0034460101215765147,1.7744873063807983e-6,1.7744873064627938e-6,1.774487306020785e-6,1.7744873058046844e-6,text5
0.10286633934202462,5.027757715221748e-6,5.027757714979473e-6,5.0277577142674524e-6,5.0277577151374595e-6,5.027757715233817e-6,5.0277577147286475e-6,0.04250718162561939,0.26535660667808914,5.027757714599095e-6,5.027757714969842e-6,5.027757714682995e-6,0.021431610785067487,5.027757714211581e-6,5.027757714578455e-6,5.027757714624151e-6,0.2781382942947114,0.0028181486996872174,0.28681645772450837,5.027757715133025e-6,text50
3.200784914465818e-6,3.2007849145855277e-6,3.2007849145003657e-6,3.2007849143723583e-6,3.2007849143168175e-6,3.200784914250556e-6,3.200784914484768e-6,3.200784914412485e-6,3.2007849146363128e-6,3.200784914428502e-6,3.2007849146034403e-6,3.2007849145595813e-6,3.2007849144874984e-6,3.2007849143022807e-6,3.2007849143644546e-6,3.2007849143066336e-6,0.9999391850866259,3.200784914500959e-6,3.200784914386894e-6,3.2007849141706878e-6,text51
3.0655918530564597e-6,3.0655918532685182e-6,3.0655918531729966e-6,3.0655918531410474e-6,3.0655918528635514e-6,3.0655918530799628e-6,3.065591853192236e-6,3.065591853176037e-6,3.0655918533379737e-6,0.006801872344285233,3.0655918531996964e-6,3.065591853301038e-6,3.0655918530482846e-6,3.065591852968673e-6,3.0655918530324358e-6,3.0655918532911014e-6,0.981848579374995,3.0655918532119864e-6,0.01129743321921646,3.06559185292935e-6,text52
1.683242739109965e-6,1.6832427362397826e-6,1.6832427361491956e-6,1.6832427361655618e-06,1.6832427359753078e-6,0.9316375059528312,1.6832427391111334e-6,1.6832427364454994e-6,1.6832427362011983e-6,1.683242736092124e-6,1.6832427363563138e-6,0.06833219567790567,1.6832427360331436e-6,1.6832427361937044e-6,1.6832427360693253e-6,1.6832427393933502e-6,1.683242736244104e-6,1.6832427392314286e-6,1.6832427361588473e-6,1.6832427359399876e-6,text53
9.060595121452142e-6,9.060595121275139e-6,0.033291383507896594,0.3156653238929265,9.060595121462248e-6,9.060595121444418e-6,0.6351116349948748,9.060595121408884e-6,9.060595121305701e-6,9.060595121333613e-6,9.060595121288561e-6,9.060595121434373e-6,0.015786688082359696,9.06059512147323e-6,9.060595121432375e-6,9.06059512153295e-6,9.060595121520565e-6,9.060595121322186e-6,9.060595121273308e-6,9.060595121467319e-6,text54
4.912276923855354e-6,4.912276923915381e-6,4.912276924221341e-6,4.912276924426689e-6,4.912276924468012e-6,4.9122769238881985e-6,0.017057012920740324,4.912276924407218e-6,4.9122769245562585e-6,0.7368387365367415,4.912276923875442e-6,4.912276923992629e-6,4.912276923717439e-6,4.912276924454638e-6,4.912276923723383e-6,0.1567095333392862,4.912276924036848e-6,0.08931612077244641,4.912276923969272e-6,4.91227692406196e-6,text55
1.7631740571531913e-6,1.7631740571291206e-6,1.7631740571824246e-6,1.763174056950777e-6,1.763174057015259e-6,1.7631740570265112e-6,1.7631740571685394e-6,1.763174057063313e-6,1.7631740572323864e-6,1.7631740571288089e-6,1.7631740571180416e-6,1.7631740572828814e-6,1.76317405698513e-6,1.763174057034826e-6,0.999966499692915,1.7631740571596919e-6,1.7631740570667059e-6,1.7631740570834632e-6,1.7631740571322351e-6,1.7631740570912698e-6,text56
3.441857483608379e-6,3.441857482944694e-6,3.441857482890946e-6,3.441857482750441e-6,3.441857482491432e-6,3.4418574831452895e-6,3.441857483126546e-6,3.4418574828895673e-6,3.44185748295711e-6,3.4418574827839275e-6,3.4418574830025433e-6,3.4418574832515375e-6,3.441857482746812e-6,3.4418574828275217e-6,3.4418574832195887e-6,3.4418574829380354e-6,3.4418574828407295e-6,3.4418574834408934e-6,3.4418574832507676e-6,0.9999346047078229,text57
2.0442906208985032e-6,2.0442906210406587e-6,2.0442906209643948e-6,2.044290620920587e-6,2.0442906209080705e-6,2.0442906208926392e-6,2.0442906211342202e-6,2.044290620981868e-6,2.0442906212599017e-6,2.0442906207485856e-6,2.044290621016279e-6,2.044290621256883e-6,2.0442906209538602e-6,2.0442906207267127e-6,2.0442906207000663e-6,2.044290620921014e-6,2.0442906208941237e-6,2.044290621301304e-6,0.9999611584782019,2.0442906205634284e-6,text58
9.362029575991393e-6,0.5902951474010534,9.362029576109261e-6,9.3620295760345e-6,0.2166002900667118,9.362029576097345e-6,9.362029575970153e-6,9.36202957605639e-6,9.362029575889516e-6,9.362029576084335e-6,9.36202957612915e-6,9.362029576091953e-6,0.09632596928971762,9.36202957615396e-6,9.362029576041192e-6,9.362029576020469e-6,0.09662880076930049,9.362029575969862e-6,9.362029575929833e-6,9.362029576134615e-6,text59
3.710147999748845e-6,0.5536621532401731,3.7101479995240093e-6,3.710147999343896e-6,3.7101479994959975e-6,3.7101479995409703e-6,3.7101479998079767e-6,3.710147999605153e-6,3.7101479997074224e-6,3.7101479995992644e-6,0.33623332178716175,3.710147999896288e-6,3.7101479993573776e-6,3.710147999430884e-6,0.11004145245667193,3.710147999578636e-6,3.7101479995770768e-6,3.71014799983224e-6,3.7101479996489323e-6,3.7101479994728722e-6,text6
2.8795756284983857e-6,2.8795756288448464e-6,2.87957562825768e-6,2.879575628393893e-6,2.879575628481762e-6,2.8795756286947437e-6,2.879575628728556e-6,2.879575628544511e-6,2.879575628646879e-6,2.8795756285088674e-6,2.8795756285310393e-6,2.879575628748008e-6,2.8795756281908577e-6,2.8795756283705935e-6,2.879575628344472e-6,2.8795756284519476e-6,2.879575628351926e-6,2.879575628516428e-6,0.9999452880630584,2.879575628493758e-6,text60
3.4529714332536057e-6,3.452971432768731e-6,3.452971432698219e-6,3.452971433052185e-6,3.452971433052067e-6,3.4529714331415704e-6,3.4529714331352943e-6,3.452971432830561e-6,3.452971432777373e-6,3.4529714328903938e-6,0.9999343935427756,3.4529714332219403e-6,3.452971432489222e-6,3.45297143250581e-6,3.4529714329305978e-6,3.452971432712097e-6,3.4529714327614237e-6,3.4529714330702875e-6,3.452971432695602e-6,3.452971432428092e-6,text61
9.529517283260726e-5,9.529517283273009e-5,9.529517283264532e-5,9.52951728326853e-5,0.06298761496620338,9.529517283267944e-5,9.529517283259923e-5,9.529517283268439e-5,9.529517283268615e-5,9.529517283270179e-5,9.529517283268489e-5,9.529517283267423e-5,9.529517283268275e-5,9.529517283267984e-5,9.529517283265973e-5,0.5316064100690221,9.52951728326251e-5,0.2069043224444958,0.19697692975495593,9.529517283270313e-5,text62
4.583792379237869e-6,4.583792379579931e-6,4.583792379081004e-6,4.583792379089138e-6,4.58379237897769e-6,4.58379237913878e-6,4.583792379189137e-6,4.583792379316843e-6,4.583792379052215e-6,0.01997253698928985,4.583792379203017e-6,0.820448341982705,4.583792379043132e-6,4.58379237895438e-6,4.58379237914678e-6,4.5837923791397355e-6,0.018948845045601074,4.583792379482858e-6,4.583792379158202e-6,0.14055693530433738,text63
2.6893523261880296e-6,2.689352326316833e-6,2.689352325844542e-6,0.9999489023058028,2.6893523257364136e-6,2.6893523263052792e-6,2.6893523263801942e-6,2.6893523261368107e-6,2.689352326307828e-6,2.6893523261564573e-6,2.6893523263931195e-6,2.689352326386932e-6,2.689352326153828e-6,2.689352325673716e-6,2.6893523261770232e-6,2.689352326310929e-6,2.6893523262446787e-6,2.689352326493172e-6,2.689352326277574e-6,2.689352325709548e-6,text64
