topic,term,prob
topic 19,gold,0.005297327317029662
topic 2,flood,0.05396962512790522
topic 2,disaster,0.032726381228728965
topic 2,mangrove,0.030782308967328607
topic 2,damage,0.02196090959139706
topic 2,risk,0.014323957414902586
topic 2,disasters,0.013547634418599531
topic 2,mangroves,0.012124488650792223
topic 2,flooding,0.012009413093872327
topic 2,floods,0.011533843049054433
topic 2,hazard,0.011532206435311552
topic 2,management,0.009336620114778059
topic 2,natural,0.009335310656396919
topic 2,earthquake,0.008956590097970616
topic 2,study,0.00890516878333773
topic 2,events,0.008746816063871992
topic 2,assessment,0.008303334710872379
topic 2,event,0.008160562840307427
topic 2,emergency,0.007479819291759699
topic 2,analysis,0.0063910912441161455
topic 2,data,0.006190286482106271
topic 20,soil,0.07271017947659941
topic 20,erosion,0.039171937072728806
topic 20,watershed,0.033336807097289145
topic 20,study,0.016650604603699503
topic 20,land,0.01618546991830896
topic 20,loss,0.01287080198401939
topic 20,conservation,0.012591004406639482
topic 20,factor,0.011735321615842493
topic 20,management,0.010914666089241028
topic 20,slope,0.010914548520348177
topic 20,watersheds,0.009901198375418977
topic 20,water,0.009861231077557042
topic 20,gis,0.008902128276114703
topic 20,drainage,0.008785870566055015
topic 20,model,0.00790514445016072
topic 20,basin,0.007863070435825353
topic 20,cover,0.007777196622534447
topic 20,sediment,0.007651561946724026
topic 20,map,0.00756667427651121
topic 20,rainfall,0.0071665669478129315
topic 21,soil,0.07631795690154472
topic 21,crop,0.03935349741246752
topic 21,yield,0.02791854181054257
topic 21,moisture,0.022074460336400797
topic 21,field,0.012535277286018436
topic 21,management,0.010372946327160465
topic 21,agricultural,0.010153496671646679
topic 21,wheat,0.009528532582142896
topic 21,data,0.009328600291864012
topic 21,rice,0.009126989410660601
topic 21,crops,0.009004748763246898
topic 21,content,0.007629391402716921
topic 21,fields,0.007249759672328442
topic 21,growth,0.007155527461564368
topic 21,maize,0.006796401404154398
topic 21,salinity,0.00644146184471951
topic 21,plant,0.0057894653170456325
topic 21,nitrogen,0.005669183765744039
topic 21,sensing,0.005646058830804713
topic 21,remote,0.005344294037537554
topic 22,switzerland,0.03226907897960515
topic 22,licensee,0.026553363853013098
topic 22,mdpi,0.026239988377657585
topic 22,basel,0.026077343821595232
topic 22,authors,0.019330465066499363
topic 22,study,0.01431659085067281
topic 22,subsidence,0.010863531686721464
topic 22,covid,0.010175721187925296
topic 22,lockdown,0.009650243659553354
topic 22,analysis,0.007904346328712878
topic 22,taiwan,0.007847572990960117
topic 22,data,0.007453162781281082
topic 22,results,0.007438140267905587
topic 22,based,0.007436864677218552
topic 22,fvc,0.007264790170644689
topic 22,environmental,0.007035826567569884
topic 22,pandemic,0.006213624689055569
topic 22,values,0.005943282641396722
topic 22,impact,0.005595770219411315
topic 22,period,0.0053080385134318545
topic 23,energy,0.04999163521526449
topic 23,power,0.03223784069124764
topic 23,solar,0.02822749439830414
topic 23,wind,0.013121474835164619
topic 23,system,0.010925824346202725
topic 23,electricity,0.008578107527704342
topic 23,economic,0.008404878889587063
topic 23,radiation,0.008309964930328042
topic 23,based,0.007745869511164704
topic 23,grid,0.007194719546515384
topic 23,renewable,0.006920012856846379
topic 23,systems,0.0068688818780898615
topic 23,cost,0.006862779543491145
topic 23,generation,0.006153175793220285
topic 23,satellite,0.006098700275340908
topic 23,potential,0.005830139959575786
topic 23,consumption,0.005523575160897554
topic 23,study,0.005523060553476695
topic 23,paper,0.004748944176395072
topic 23,data,0.00418526434724927
topic 24,coastal,0.07200003776643843
topic 24,wetland,0.04583678263779815
topic 24,wetlands,0.03162985300303893
topic 24,sea,0.0160679266083802
topic 24,delta,0.0132462911273967
topic 24,aquaculture,0.009563864943994334
topic 24,coast,0.008921035846374058
topic 24,zone,0.008371320745019867
topic 24,tidal,0.008221799962171537
topic 24,river,0.007993767835284757
topic 24,shoreline,0.007270080352323648
topic 24,reclamation,0.006788767733009813
topic 24,study,0.006467387463535156
topic 24,coastline,0.0063275184763955375
topic 24,bay,0.006204848571250558
topic 24,ecosystems,0.005886172065419955
topic 24,level,0.0058566043180927055
topic 24,management,0.005426447605552519
topic 24,marine,0.005299750183531163
topic 24,natural,0.005134637658814704
topic 25,classification,0.04163591212133938
topic 25,landsat,0.03215096368383451
topic 25,classes,0.02135919924689766
topic 25,data,0.02134421915304965
topic 25,cover,0.021065987721247466
topic 25,land,0.01901762369909759
topic 25,accuracy,0.016695703212827123
topic 25,class,0.012869441825637056
topic 25,mapping,0.012529494556968323
topic 25,imagery,0.012229507803291453
topic 25,maps,0.011482515726479278
topic 25,satellite,0.010433219236004576
topic 25,image,0.009743175633804186
topic 25,based,0.009728647364000234
topic 25,study,0.00883016929284943
topic 25,map,0.008750944816412816
topic 25,images,0.008579086937830945
topic 25,results,0.008402282065381399
topic 25,pixel,0.00670714022635084
topic 25,approach,0.006607585931069357
topic 26,ecological,0.05678309663577311
topic 26,china,0.020136374571117263
topic 26,remote,0.01602711668205712
topic 26,sensing,0.015897956429032623
topic 26,spatial,0.014933136213216139
topic 26,environment,0.01421722263878755
topic 26,method,0.013150863794567763
topic 26,results,0.01202534226307783
topic 26,based,0.011523502284921522
topic 26,index,0.011359313447936007
topic 26,model,0.010996577369792796
topic 26,data,0.01066006401629543
topic 26,study,0.009838535386745879
topic 26,regional,0.009738791755339832
topic 26,distribution,0.009716945611487594
topic 26,development,0.009591756791970352
topic 26,quality,0.009537974914356548
topic 26,evaluation,0.008983056261060576
topic 26,environmental,0.007842820252809258
topic 26,protection,0.007763038091047758
topic 27,data,0.024140707287636332
topic 27,radar,0.019386978329050435
topic 27,sar,0.018968876663149517
topic 27,sensor,0.013303768156834867
topic 27,sensors,0.012361393945651344
topic 27,time,0.012299116999285221
topic 27,optical,0.01228132047753803
topic 27,monitoring,0.010835844692987668
topic 27,synthetic,0.010249674861251017
topic 27,satellite,0.010105004991073684
topic 27,system,0.009163285127989146
topic 27,resolution,0.009123023727603067
topic 27,imaging,0.008366810680506395
topic 27,ground,0.008335573758832171
topic 27,cloud,0.007968330108131357
topic 27,detection,0.007697409449798969
topic 27,surface,0.007300639187691895
topic 27,aperture,0.006847022398481289
topic 27,sentinel,0.005763964402697781
topic 27,real,0.005672582251148866
topic 28,agricultural,0.04388085437224031
topic 28,land,0.02915546534047455
topic 28,agriculture,0.020810587572611595
topic 28,production,0.019527015789139845
topic 28,food,0.0189696190500709
topic 28,farmers,0.012649448090659762
topic 28,rural,0.01067573955637939
topic 28,economic,0.00923432601234667
topic 28,farm,0.008880328747281716
topic 28,farming,0.008689794791418355
topic 28,systems,0.007043317108035995
topic 28,local,0.006962458713812577
topic 28,landscape,0.00638288152622504
topic 28,cultivation,0.0063138675519700685
topic 28,management,0.006290994609407958
topic 28,practices,0.006216969576469418
topic 28,policy,0.005872438087178612
topic 28,lands,0.0055930310408923494
topic 28,benefits,0.0054333896971249275
topic 28,security,0.005090099903283667
topic 29,species,0.046044106890842554
topic 29,habitat,0.04085412195062827
topic 29,conservation,0.026964152812974006
topic 29,biodiversity,0.016183280183349507
topic 29,landscape,0.015026119252949903
topic 29,habitats,0.010985365753846038
topic 29,management,0.009877792604251928
topic 29,distribution,0.0089141798443075
topic 29,diversity,0.008594042870226106
topic 29,spatial,0.007896670591654362
topic 29,connectivity,0.007891378036126738
topic 29,scale,0.007063672380825285
topic 29,plant,0.0066404876220874775
topic 29,ecological,0.006358179291252279
topic 29,patches,0.006161639295795203
topic 29,protected,0.005576012370793669
topic 29,coral,0.005297278676010332
topic 29,wildlife,0.005278767454934864
topic 29,reef,0.0052169018681735456
topic 29,abundance,0.005118673248713897
topic 3,carbon,0.0912619213768292
topic 3,green,0.05895675187794988
topic 3,sequestration,0.017952854553574926
topic 3,spaces,0.014963228860238355
topic 3,urban,0.014164439702727604
topic 3,storage,0.01404853116154278
topic 3,stocks,0.011609029658057176
topic 3,space,0.011238659385881932
topic 3,blue,0.009034601563916306
topic 3,stock,0.008215508366523119
topic 3,benefits,0.007891431550311197
topic 3,study,0.007516714427465035
topic 3,ugs,0.006405774920135899
topic 3,distribution,0.005926486602723109
topic 3,effect,0.005818140574544803
topic 3,results,0.0057198022816925395
topic 3,based,0.004578834839132762
topic 3,seagrass,0.004413574834454082
topic 3,greening,0.0042883445944311566
topic 3,roof,0.004253156934978225
topic 30,groundwater,0.06054504223503095
topic 30,water,0.04187438297524337
topic 30,storage,0.03104024534489267
topic 30,flow,0.01681362011708315
topic 30,grace,0.01133376424447319
topic 30,recharge,0.011333764232487635
topic 30,surface,0.009695355487766838
topic 30,potential,0.009527725454663103
topic 30,resources,0.008335795106680002
topic 30,data,0.008063942286215322
topic 30,management,0.007841246929100475
topic 30,aquifer,0.007710330322448307
topic 30,study,0.007392305843422431
topic 30,tws,0.007204734891468091
topic 30,gravity,0.006568384860349449
topic 30,flows,0.00469528596656784
topic 30,recovery,0.004381349036400616
topic 30,zone,0.004342807572748918
topic 30,region,0.004142870667094596
topic 30,arid,0.004131146094172919
topic 31,drought,0.04081758842157201
topic 31,season,0.019261050877984957
topic 31,seasonal,0.014565682460038063
topic 31,winter,0.013102768586077177
topic 31,region,0.012598391415534281
topic 31,summer,0.012306138392999965
topic 31,dry,0.012075807963187213
topic 31,period,0.011877557512698929
topic 31,study,0.011831387487019816
topic 31,values,0.011603714949604275
topic 31,annual,0.011548475047862028
topic 31,precipitation,0.010898272827047499
topic 31,data,0.010844857663896496
topic 31,spring,0.010157918342621034
topic 31,rainfall,0.010006976795792854
topic 31,monthly,0.008462155994915148
topic 31,index,0.00816108927259153
topic 31,average,0.008080407302006478
topic 31,time,0.007941883541040045
topic 31,events,0.007680892714771157
topic 32,economic,0.021124550647088756
topic 32,cost,0.015493828367398495
topic 32,costs,0.013964945770524444
topic 32,data,0.012995845503055468
topic 32,benefits,0.012410809537674055
topic 32,environmental,0.010946250670424814
topic 32,policy,0.010835627225342662
topic 32,satellite,0.008252218291148842
topic 32,indicators,0.006545182629389005
topic 32,income,0.00620939045169773
topic 32,social,0.00617714662393699
topic 32,market,0.005949859067297257
topic 32,sustainable,0.005711611661135702
topic 32,based,0.005656614354070853
topic 32,sustainability,0.005614572741680824
topic 32,accounting,0.005596778185196653
topic 32,development,0.005518247117822707
topic 32,global,0.005490139961938949
topic 32,national,0.005398324976486604
topic 32,analysis,0.005311239745589572
topic 33,heritage,0.02055454513038626
topic 33,waste,0.01807457853352065
topic 33,uav,0.011401866713159748
topic 33,cultural,0.010837770814314338
topic 33,aerial,0.010826781170424234
topic 33,management,0.010437122025747973
topic 33,uavs,0.009383596690576023
topic 33,sites,0.0074485281784320775
topic 33,site,0.007296020738505936
topic 33,unmanned,0.006925083104722194
topic 33,archaeological,0.005835986427658072
topic 33,cost,0.005086010792240084
topic 33,remote,0.005084388817986312
topic 33,residue,0.005065307239992851
topic 33,vehicles,0.004870109419890274
topic 33,solid,0.004809893846263039
topic 33,conservation,0.004782981942457781
topic 33,research,0.004530402434320355
topic 33,landfill,0.004464206110912938
topic 33,paper,0.004432719242050102
topic 34,data,0.05095127096318587
topic 34,information,0.02188699848495849
topic 34,earth,0.015841007996712796
topic 34,monitoring,0.014055806756326773
topic 34,system,0.01364822912348821
topic 34,management,0.012784878690883362
topic 34,systems,0.011503364721771114
topic 34,observation,0.010236916283957644
topic 34,decision,0.008817413864235558
topic 34,support,0.008187189439345408
topic 34,satellite,0.007682068475653488
topic 34,global,0.00764732306519505
topic 34,applications,0.007067356236550808
topic 34,provide,0.006732193712623673
topic 34,environmental,0.006710374670730389
topic 34,science,0.006382815091517175
topic 34,products,0.0063521555564444885
topic 34,observations,0.006059693538585745
topic 34,users,0.005937629278764715
topic 34,based,0.005315429008564574
topic 35,data,0.03709554719287449
topic 35,information,0.02946515213625744
topic 35,gis,0.02834414967820864
topic 35,remote,0.02748746284819654
topic 35,sensing,0.026429414803507842
topic 35,maps,0.015475694562901232
topic 35,map,0.014113909367211823
topic 35,site,0.012540566500977091
topic 35,sites,0.012173834274468836
topic 35,spatial,0.011410165915814544
topic 35,geographic,0.010964761348377115
topic 35,mapping,0.010499517005874415
topic 35,field,0.009463476614428078
topic 35,system,0.008958005615043467
topic 35,survey,0.008332028500048593
topic 35,management,0.007671710465146763
topic 35,planning,0.007608861006154005
topic 35,analysis,0.007586326245570683
topic 35,study,0.0071968711286994145
topic 35,database,0.006929325683921448
topic 36,model,0.0744950269882922
topic 36,models,0.0356520757188048
topic 36,data,0.024380524886561047
topic 36,based,0.01617533427437201
topic 36,modeling,0.01235941449085795
topic 36,simulation,0.011635399380438111
topic 36,scenarios,0.010343063391598845
topic 36,approach,0.009901420350400467
topic 36,parameters,0.008687999684243202
topic 36,time,0.007812429730526661
topic 36,uncertainty,0.007768313988885406
topic 36,scenario,0.0072984228937123695
topic 36,information,0.0070299039658054344
topic 36,framework,0.006646277509350919
topic 36,modelling,0.006433492954463193
topic 36,simulated,0.0063276381223405865
topic 36,results,0.006101584875456434
topic 36,environmental,0.005961137801276081
topic 36,developed,0.005742878630499964
topic 36,decision,0.0053913045466121344
topic 37,water,0.21393478734346508
topic 37,irrigation,0.03389643091619184
topic 37,resources,0.021866640956856694
topic 37,management,0.012223609720981075
topic 37,crop,0.010019825950241491
topic 37,surface,0.009489803091885109
topic 37,reservoir,0.009052477736097549
topic 37,irrigated,0.007669375673626723
topic 37,agricultural,0.007473920406734535
topic 37,bodies,0.007138888635096754
topic 37,consumption,0.007116261000718307
topic 37,study,0.006825831803385683
topic 37,supply,0.006224729368872384
topic 37,system,0.005789638383266095
topic 37,demand,0.005705937770600479
topic 37,production,0.0050395973548990475
topic 37,resource,0.004851378490810408
topic 37,evapotranspiration,0.004643358409308784
topic 37,remote,0.00436404780795916
topic 37,total,0.004344049924047195
topic 38,model,0.04507907394584609
topic 38,models,0.03503913264625076
topic 38,variables,0.025383771918087474
topic 38,regression,0.018848884940487306
topic 38,prediction,0.016296800878630297
topic 38,study,0.01370993026394294
topic 38,factors,0.0124497114580035
topic 38,results,0.011450623481595808
topic 38,data,0.01135366145333236
topic 38,distribution,0.010527443494429713
topic 38,accuracy,0.010168038316276839
topic 38,environmental,0.009748465066749116
topic 38,spatial,0.008933771780625379
topic 38,performance,0.008597805357516914
topic 38,machine,0.008366168280136504
topic 38,values,0.008332951623378137
topic 38,rmse,0.008182069562043773
topic 38,random,0.00817954722763782
topic 38,forest,0.007671099530678269
topic 38,predictive,0.007117969076164838
topic 39,image,0.025555775054458326
topic 39,spectral,0.023941783489092285
topic 39,images,0.021859938955210132
topic 39,method,0.01665525618591669
topic 39,based,0.014381014078916706
topic 39,accuracy,0.011955549949337603
topic 39,detection,0.011571947027143243
topic 39,hyperspectral,0.01055004197392266
topic 39,sensing,0.009938105750390702
topic 39,remote,0.009870130486478078
topic 39,classification,0.008777124959692777
topic 39,results,0.008450477191916952
topic 39,band,0.008207497759162522
topic 39,information,0.008072418690554929
topic 39,bands,0.007962909098477385
topic 39,imagery,0.007769701699628383
topic 39,algorithm,0.007580829382487573
topic 39,red,0.0074401514597458975
topic 39,reflectance,0.007279313163514168
topic 39,data,0.007256425817497944
topic 4,research,0.019919238317551304
topic 4,road,0.013172929639525849
topic 4,design,0.012930643093837018
topic 4,paper,0.011075723808526663
topic 4,study,0.010813175221562134
topic 4,approach,0.010291662060467117
topic 4,management,0.0099181201872616
topic 4,network,0.009229159936197698
topic 4,social,0.00820087522340039
topic 4,based,0.007275908770125317
topic 4,implications,0.007139015370399503
topic 4,studies,0.0071023865789668775
topic 4,analysis,0.006812509672882066
topic 4,methodology,0.0065524537479104104
topic 4,literature,0.006547206036725312
topic 4,findings,0.005936266317791415
topic 4,purpose,0.005891619414244534
topic 4,knowledge,0.005645158189479107
topic 4,planning,0.0054215712689485275
topic 4,data,0.004692223352125401
topic 40,social,0.013930153163128293
topic 40,cultural,0.011820883042123215
topic 40,local,0.009758900127669428
topic 40,public,0.00917942621785714
topic 40,community,0.007047728767197346
topic 40,communities,0.006563527731271824
topic 40,people,0.006445193652074777
topic 40,policy,0.0061585783228143304
topic 40,development,0.005778872336265353
topic 40,education,0.00549531565803773
topic 40,media,0.005443250262742966
topic 40,political,0.005257314504430046
topic 40,research,0.00501341980063488
topic 40,culture,0.005012051903391815
topic 40,economic,0.004832196140651875
topic 40,satellite,0.003891350158646292
topic 40,world,0.0036115324206024155
topic 40,population,0.0034620384579107924
topic 40,access,0.0034124118782872617
topic 40,living,0.003356010802187481
topic 41,space,0.05611557598960313
topic 41,development,0.01252504790059025
topic 41,international,0.011700453918941745
topic 41,technology,0.008273396803275927
topic 41,national,0.008123523056558387
topic 41,satellite,0.008027346047801238
topic 41,countries,0.008010704739161075
topic 41,economic,0.006905097504259379
topic 41,activities,0.0067835353454851754
topic 41,policy,0.006638513292404942
topic 41,european,0.006600177263864391
topic 41,paper,0.0063938199789116724
topic 41,earth,0.005456876418392858
topic 41,public,0.005404652404242715
topic 41,benefits,0.005328110768277534
topic 41,sector,0.005223130037435531
topic 41,project,0.005129993766568473
topic 41,services,0.004900956512971789
topic 41,government,0.004867029467605408
topic 41,applications,0.00480390292253754
topic 42,health,0.02722307686308253
topic 42,patients,0.013781068267980654
topic 42,care,0.013348478681093194
topic 42,cost,0.012112187505805836
topic 42,disease,0.0086470661624734
topic 42,costs,0.008632200342691219
topic 42,patient,0.007817511820177366
topic 42,study,0.006279291679972821
topic 42,monitoring,0.006145669840391118
topic 42,medical,0.00552082045346724
topic 42,results,0.005505910142422306
topic 42,remote,0.005498334709652597
topic 42,treatment,0.005468388471916693
topic 42,satellite,0.005305503228465721
topic 42,clinical,0.005160175786441188
topic 42,healthcare,0.005005679505012028
topic 42,program,0.00462806423537555
topic 42,based,0.0044015795077952434
topic 42,management,0.004373182857484923
topic 42,home,0.004261657721214594
topic 43,air,0.044739326124685806
topic 43,pollution,0.03207392889911178
topic 43,quality,0.03117964606565255
topic 43,concentrations,0.015394590513972252
topic 43,concentration,0.01442085691291864
topic 43,data,0.012746828421159833
topic 43,soc,0.012134639920132199
topic 43,satellite,0.010539644530827414
topic 43,monitoring,0.009341449734669516
topic 43,health,0.008924927524026384
topic 43,model,0.008630753451142007
topic 43,china,0.007950279623942697
topic 43,dust,0.007529205312862675
topic 43,ground,0.006969585821803131
topic 43,pollutants,0.006786311674561099
topic 43,study,0.006543937857708767
topic 43,values,0.006487790464858102
topic 43,atmospheric,0.00608596608702563
topic 43,spatial,0.00592008988509749
topic 43,ozone,0.005793751091917712
topic 44,criteria,0.02267559984641524
topic 44,decision,0.015434454415357615
topic 44,study,0.015144915498720074
topic 44,suitable,0.01235520182107979
topic 44,process,0.012225321106863652
topic 44,suitability,0.010946652842541878
topic 44,analysis,0.010863330204576575
topic 44,fuzzy,0.01055415165840137
topic 44,ahp,0.010474298511478616
topic 44,environmental,0.010005025835651863
topic 44,hierarchy,0.008918031478527192
topic 44,based,0.008486720553320008
topic 44,weed,0.008307543719992377
topic 44,method,0.008051500569420177
topic 44,multi,0.0074240065824917965
topic 44,factors,0.00689993471170251
topic 44,economic,0.005811852843216538
topic 44,analytical,0.005390443764060546
topic 44,selection,0.005107025198193466
topic 44,results,0.005086300601116216
topic 45,ecosystem,0.13905142369269344
topic 45,services,0.08414105850542818
topic 45,service,0.04203061697460465
topic 45,ecosystems,0.016660127960143933
topic 45,ecological,0.011732847521466576
topic 45,conservation,0.011061592601955491
topic 45,functions,0.009551318865583637
topic 45,values,0.008972486182095542
topic 45,million,0.008153747861570108
topic 45,provide,0.008019876396471589
topic 45,biodiversity,0.007924987001939096
topic 45,regulation,0.007704564923482161
topic 45,supply,0.007574924077966597
topic 45,yuan,0.007230712129675053
topic 45,study,0.007149318848390519
topic 45,based,0.006971994088436019
topic 45,total,0.006628586089308721
topic 45,production,0.006416072263401343
topic 45,management,0.006345836600139633
topic 45,remote,0.006181822482503742
topic 46,environmental,0.023253603553990757
topic 46,vulnerability,0.019113031899246152
topic 46,natural,0.017979199726712376
topic 46,park,0.014771427443862586
topic 46,assessment,0.012069110336136982
topic 46,indicators,0.011657205493617902
topic 46,nature,0.011372531504713408
topic 46,springer,0.010981251852496644
topic 46,study,0.010347333689079908
topic 46,national,0.010029321763954735
topic 46,management,0.009773396090800678
topic 46,health,0.00928728375596992
