doc_id,topic,prob
37,topic 4,0.3231486195206277
37,topic 5,5.626327490379209e-4
37,topic 6,5.626332261394455e-4
37,topic 7,5.626332100302791e-4
37,topic 8,5.626336441581528e-4
37,topic 9,5.626336861967898e-4
37,topic 10,5.626328151455512e-4
38,topic 1,0.10276786241645704
38,topic 2,0.22091417429715693
38,topic 3,4.428548104432394e-4
38,topic 4,4.428544179896361e-4
38,topic 5,4.4285422493236685e-4
38,topic 6,4.428558987886097e-4
38,topic 7,0.0947863578796805
38,topic 8,0.40531187754403375
38,topic 9,4.428544297706765e-4
38,topic 10,0.17400545408074725
39,topic 1,5.859389418563908e-4
39,topic 2,5.859411293994049e-4
39,topic 3,0.044499836111895695
39,topic 4,5.859395863641027e-4
39,topic 5,5.859404533030204e-4
39,topic 6,0.20474460420103313
39,topic 7,5.859392650929527e-4
39,topic 8,5.859401560636967e-4
39,topic 9,0.7466539806262911
39,topic 10,5.85939528700468e-4
40,topic 1,4.991087668482125e-4
40,topic 2,0.15050085061801974
40,topic 3,4.991082944162503e-4
40,topic 4,4.991078859513091e-4
40,topic 5,4.991077907700437e-4
40,topic 6,4.991085296979397e-4
40,topic 7,0.5376710073130387
40,topic 8,4.991100273043106e-4
40,topic 9,4.991083801106561e-4
40,topic 10,0.30833438239384275
41,topic 1,4.3737753079323437e-4
41,topic 2,0.05842052106709369
41,topic 3,0.01285772350926145
41,topic 4,0.02257329601399295
41,topic 5,4.373782793428835e-4
41,topic 6,4.3737752823023974e-4
41,topic 7,0.40494520270070616
41,topic 8,0.3899520217207023
41,topic 9,4.373776860863002e-4
41,topic 10,0.10950172396379072
42,topic 1,4.6930145600371443e-4
42,topic 2,0.13292384258496115
42,topic 3,0.13117774164736934
42,topic 4,4.693015057638583e-4
42,topic 5,4.693017609218321e-4
42,topic 6,4.6930361196352685e-4
42,topic 7,4.693020961172213e-4
42,topic 8,4.693025932222379e-4
42,topic 9,0.7326133002719424
42,topic 10,4.693024717346892e-4
43,topic 1,0.09476529785584445
43,topic 2,0.7463472696052182
43,topic 3,8.763441642322138e-4
43,topic 4,8.763434419219111e-4
43,topic 5,8.763414543503034e-4
43,topic 6,8.763426830973452e-4
43,topic 7,8.763424039177568e-4
43,topic 8,0.032023529014110784
43,topic 9,0.12160584322149114
43,topic 10,8.763461558157606e-4
44,topic 1,7.238687923702108e-4
44,topic 2,0.891896504590704
44,topic 3,7.238681235773873e-4
44,topic 4,7.238671777665593e-4
44,topic 5,7.238675086281148e-4
44,topic 6,0.10231255058956744
44,topic 7,7.23868438975935e-4
44,topic 8,7.238679054184431e-4
44,topic 9,7.238687380314545e-4
44,topic 10,7.238681349603081e-4
45,topic 1,0.04919891422294252
45,topic 2,7.467999213327844e-4
45,topic 3,7.467982813672224e-4
45,topic 4,7.46797169627856e-4
45,topic 5,7.467967756574739e-4
45,topic 6,7.467987302272165e-4
45,topic 7,7.46797240833878e-4
45,topic 8,7.46798792920893e-4
45,topic 9,0.9448267004538318
45,topic 10,7.467984112584505e-4
46,topic 1,8.873376281621162e-4
46,topic 2,8.873389472978442e-4
46,topic 3,8.87335122898261e-4
46,topic 4,8.873358661482371e-4
46,topic 5,8.873393682879136e-4
46,topic 6,8.873361611394425e-4
46,topic 7,8.873360027270626e-4
46,topic 8,8.87336051112647e-4
46,topic 9,0.8313046310569175
46,topic 10,0.16159667379530898
47,topic 1,4.788349408165233e-4
47,topic 2,4.7883387850664017e-4
47,topic 3,4.788340801893839e-4
47,topic 4,0.9343835087911847
47,topic 5,4.788331749822734e-4
47,topic 6,4.7883423957375014e-4
47,topic 7,4.788338884723335e-4
47,topic 8,4.788332494291224e-4
47,topic 9,0.06178582087364031
47,topic 10,4.788328832049267e-4
48,topic 1,0.6477714127379979
48,topic 2,7.797312103792868e-4
48,topic 3,7.797302094470157e-4
48,topic 4,7.79728762198921e-4
48,topic 5,7.797303782302298e-4
48,topic 6,7.797290084591582e-4
48,topic 7,7.797309466488829e-4
48,topic 8,7.797304224498521e-4
48,topic 9,7.797316383193936e-4
48,topic 10,0.34599074468586927
49,topic 1,6.690870505414008e-4
49,topic 2,6.690841483740817e-4
49,topic 3,6.690858106054945e-4
49,topic 4,6.690854967014392e-4
49,topic 5,0.07543920695309052
49,topic 6,6.690874111294602e-4
49,topic 7,6.690839296646982e-4
49,topic 8,0.11205016529630416
49,topic 9,0.807827028835706
49,topic 10,6.69085067882846e-4
50,topic 1,0.8082958679900071
50,topic 2,5.671464654769063e-4
50,topic 3,5.671451638059779e-4
50,topic 4,5.67147429996063e-4
50,topic 5,5.671461381280426e-4
50,topic 6,0.1077154011306997
50,topic 7,5.671455181556865e-4
50,topic 8,5.671477825041416e-4
50,topic 9,0.08001870544216613
50,topic 10,5.671469390602729e-4
51,topic 1,3.9357000814588337e-4
51,topic 2,3.935687609140144e-4
51,topic 3,3.935689460074259e-4
51,topic 4,3.935697982616424e-4
51,topic 5,3.935686586770502e-4
51,topic 6,0.13614714814868117
51,topic 7,3.935695399301162e-4
51,topic 8,0.24846517021666276
51,topic 9,3.9356910143517674e-4
51,topic 10,0.6126326968212847
52,topic 1,0.02439307230662052
52,topic 2,3.5415409514670494e-4
52,topic 3,0.9087831531873074
52,topic 4,0.04716698136168989
52,topic 5,3.5415342799837227e-4
52,topic 6,3.54154954489394e-4
52,topic 7,3.541547690212538e-4
52,topic 8,3.541551218351077e-4
52,topic 9,0.01753186683791054
52,topic 10,3.541539379807873e-4
53,topic 1,7.973096821882874e-4
53,topic 2,7.973099817710497e-4
53,topic 3,0.12489845901058809
53,topic 4,7.973087517659634e-4
53,topic 5,0.8129411249594717
53,topic 6,7.973090116108996e-4
53,topic 7,7.973092739645368e-4
53,topic 8,7.97309949503762e-4
53,topic 9,0.05657924848264413
53,topic 10,7.973108964914627e-4
54,topic 1,0.8416805263051331
54,topic 2,3.8923763548862463e-4
54,topic 3,3.8923598812824463e-4
54,topic 4,3.89236065468904e-4
54,topic 5,3.8923718223459586e-4
54,topic 6,0.1552055803259258
54,topic 7,3.892360701520411e-4
54,topic 8,3.8923655268027497e-4
54,topic 9,3.892376035980221e-4
54,topic 10,3.8923627119030616e-4
55,topic 1,7.023037853683116e-4
55,topic 2,7.023057744286572e-4
55,topic 3,0.38368868407733153
55,topic 4,7.02303633931041e-4
55,topic 5,7.023034841716461e-4
55,topic 6,7.023061725734875e-4
55,topic 7,7.023044425960548e-4
55,topic 8,0.5728422358272868
55,topic 9,0.038552948817838634
55,topic 10,7.0230398447388e-4
56,topic 1,3.4891280154929644e-4
56,topic 2,3.489136344934392e-4
56,topic 3,0.9063869195964658
56,topic 4,0.09082177455605077
56,topic 5,3.4891320464015054e-4
56,topic 6,3.489130123141294e-4
56,topic 7,3.48913231471147e-4
56,topic 8,3.48912629201491e-4
56,topic 9,3.4891365485844006e-4
56,topic 10,3.4891367895535137e-4
57,topic 1,0.13483363669634071
57,topic 2,6.506201599236241e-4
57,topic 3,0.29733522769192683
57,topic 4,0.08728553862399203
57,topic 5,6.50619772778129e-4
57,topic 6,0.22295367838979283
57,topic 7,6.506205376345821e-4
57,topic 8,0.25433881819352294
57,topic 9,6.506192623955424e-4
57,topic 10,6.506206716927777e-4
58,topic 1,0.7093126085338018
58,topic 2,0.0469399406900799
58,topic 3,4.002502130009194e-4
58,topic 4,4.0025167540522037e-4
58,topic 5,4.002501847344096e-4
58,topic 6,4.00250329792392e-4
58,topic 7,4.0025037402908244e-4
58,topic 8,4.002505276917729e-4
58,topic 9,4.0025009739387557e-4
58,topic 10,0.2409456973740706
59,topic 1,7.389934609838532e-4
59,topic 2,7.389960797552952e-4
59,topic 3,7.38994727637077e-4
59,topic 4,7.389944932738007e-4
59,topic 5,7.389949201289899e-4
59,topic 6,0.06361095984378355
59,topic 7,7.389939821746323e-4
59,topic 8,7.389954510996119e-4
59,topic 9,0.709799616471758
59,topic 10,0.22141646056940506
60,topic 1,1.8976642841619001e-4
60,topic 2,1.8976589098088266e-4
60,topic 3,1.8976621670095198e-4
60,topic 4,0.043428094662334035
60,topic 5,1.897657460686875e-4
60,topic 6,1.8976604703491176e-4
60,topic 7,0.26556922458469157
60,topic 8,0.6896743183013037
60,topic 9,1.89766155226006e-4
60,topic 10,1.8976596724307814e-4
61,topic 1,0.6740704812284708
61,topic 2,0.11962544753622624
61,topic 3,0.15742424067104913
61,topic 4,4.4564685753099186e-4
61,topic 5,4.4564569258296954e-4
61,topic 6,4.4564508222845125e-4
61,topic 7,0.046205955085777996
61,topic 8,4.456457701015736e-4
61,topic 9,4.4564594432359913e-4
61,topic 10,4.456461317082946e-4
62,topic 1,0.14644970775345637
62,topic 2,5.538226535334134e-4
62,topic 3,0.6066383380849976
62,topic 4,0.2091000065165219
62,topic 5,5.538220741704428e-4
62,topic 6,5.538222219695564e-4
62,topic 7,0.034489011636152055
62,topic 8,5.538230764593875e-4
62,topic 9,5.538240289069776e-4
62,topic 10,5.538219538322087e-4
63,topic 1,0.375291082205046
63,topic 2,0.0011650517529294068
63,topic 3,0.3478049024807504
63,topic 4,0.001165056911168748
63,topic 5,0.001165051728264479
63,topic 6,0.0011650560378389987
63,topic 7,0.0011650529741145824
63,topic 8,0.0011650514401199772
63,topic 9,0.26874864434237894
63,topic 10,0.0011650501273883947
64,topic 1,0.21025219718382399
64,topic 2,0.5991964365044334
64,topic 3,0.09012732792634164
64,topic 4,4.428548068606172e-4
64,topic 5,4.428544847424273e-4
64,topic 6,4.428553293226323e-4
64,topic 7,0.09776690938701868
64,topic 8,4.4285481815209936e-4
64,topic 9,4.4285472816910326e-4
64,topic 10,4.42854831135385e-4
65,topic 1,0.04856012441818734
65,topic 2,4.6620893313002347e-4
65,topic 3,4.6620937385959664e-4
65,topic 4,0.5700279235904793
65,topic 5,0.03506313645746653
65,topic 6,0.14274933951429486
65,topic 7,0.08711137876373491
65,topic 8,4.662094498221236e-4
65,topic 9,4.6620891687595e-4
65,topic 10,0.11462326058214936
66,topic 1,4.167590281500259e-4
66,topic 2,4.167600401212629e-4
66,topic 3,0.2519503556726684
66,topic 4,0.33511935645801827
66,topic 5,4.1675885534839176e-4
66,topic 6,4.167597917721414e-4
66,topic 7,4.1675968054905727e-4
66,topic 8,0.41001297180847346
66,topic 9,4.1675939468562766e-4
66,topic 10,4.1675927021333e-4
67,topic 1,8.064006017177932e-4
67,topic 2,0.6460930827793074
67,topic 3,8.064010972629641e-4
67,topic 4,8.063994460601932e-4
67,topic 5,8.063998575639624e-4
67,topic 6,8.064023803309211e-4
67,topic 7,8.06400070791883e-4
67,topic 8,0.08650800337651196
67,topic 9,0.2617541105558986
67,topic 10,8.063998345543171e-4
68,topic 1,3.8710678223780493e-4
68,topic 2,3.871067812626901e-4
68,topic 3,0.21777084843277583
68,topic 4,0.3786820364881188
68,topic 5,3.8710747865443996e-4
68,topic 6,3.871070906125639e-4
68,topic 7,0.06424797511340419
68,topic 8,0.325029890217574
68,topic 9,3.871077825732065e-4
68,topic 10,0.0123337138327864
69,topic 1,4.217302680935507e-4
69,topic 2,4.217300374007533e-4
69,topic 3,4.217296262581587e-4
69,topic 4,4.217295252925097e-4
69,topic 5,4.217301243534309e-4
69,topic 6,0.03596684641205631
69,topic 7,4.2172919197111904e-4
69,topic 8,4.217302210778937e-4
69,topic 9,0.369369720192592
69,topic 10,0.5917113244009042
70,topic 1,3.892368922116194e-4
70,topic 2,3.892373603354407e-4
70,topic 3,3.8923660695384704e-4
70,topic 4,0.03969432398496193
70,topic 5,3.892361138743949e-4
70,topic 6,3.8923812401200013e-4
70,topic 7,0.06570203795438473
70,topic 8,0.711713934658479
70,topic 9,3.892368913398406e-4
70,topic 10,0.18055428141344718
71,topic 1,0.3583821570896261
71,topic 2,5.671464696212687e-4
71,topic 3,5.671471664616245e-4
71,topic 4,5.671456170522561e-4
71,topic 5,5.671445096056424e-4
71,topic 6,5.671448759269927e-4
71,topic 7,5.671455131484372e-4
71,topic 8,0.19068420586067186
71,topic 9,5.671453230682452e-4
71,topic 10,0.4469636175748175
72,topic 1,5.958135566028287e-4
72,topic 2,0.47388430412655386
72,topic 3,5.958114771618507e-4
72,topic 4,0.3305619535816577
72,topic 5,0.1733735106682884
72,topic 6,5.958115991406968e-4
72,topic 7,5.958113880614877e-4
72,topic 8,0.01860535972033963
72,topic 9,5.958124318723589e-4
72,topic 10,5.958114503211764e-4
73,topic 1,5.370041148684661e-4
73,topic 2,0.6912455871061233
73,topic 3,5.370020427152304e-4
73,topic 4,0.13721214506399476
73,topic 5,0.057989393016593886
73,topic 6,5.370026117304633e-4
73,topic 7,5.37001822045564e-4
73,topic 8,0.11033085796703242
73,topic 9,5.370037917654793e-4
73,topic 10,5.370024631304039e-4
74,topic 1,0.08484981506143106
74,topic 2,0.25356219795516716
74,topic 3,5.250429924036873e-4
74,topic 4,5.250438630306701e-4
74,topic 5,5.25043492442019e-4
74,topic 6,5.250429724547542e-4
74,topic 7,0.3592766027833287
74,topic 8,5.250424995245704e-4
74,topic 9,0.29916112446628124
74,topic 10,5.250439139361117e-4
75,topic 1,0.3516455899797177
75,topic 2,3.613929617839856e-4
75,topic 3,0.07200887927766612
75,topic 4,0.5738157819961098
75,topic 5,3.613925102659805e-4
75,topic 6,3.61392442056164e-4
75,topic 7,3.613924930076277e-4
75,topic 8,3.6139245946393824e-4
75,topic 9,3.613932611548879e-4
75,topic 10,3.6139261877372484e-4
76,topic 1,9.101727726519606e-4
76,topic 2,9.101762988547021e-4
76,topic 3,9.101738795575341e-4
76,topic 4,9.101746016587461e-4
76,topic 5,9.101761063601383e-4
76,topic 6,9.101735401230819e-4
76,topic 7,0.05006500820353267
76,topic 8,0.13564710431041022
76,topic 9,0.8079166658119525
76,topic 10,9.101744748984341e-4
77,topic 1,4.956109415143189e-4
77,topic 2,4.956105826044148e-4
77,topic 3,0.27467189219642807
77,topic 4,0.5163731104800569
77,topic 5,4.956103124702781e-4
77,topic 6,4.95609937657498e-4
77,topic 7,0.2054857244910949
77,topic 8,4.956103344697989e-4
77,topic 9,4.956111641904313e-4
77,topic 10,4.956095595133423e-4
78,topic 1,7.238678323803391e-4
78,topic 2,0.20154302140234748
78,topic 3,7.23869026169977e-4
78,topic 4,0.3351962069180115
78,topic 5,0.034438598405709495
78,topic 6,7.238677996999338e-4
78,topic 7,7.23867137697172e-4
78,topic 8,7.238666327897769e-4
78,topic 9,0.42447896791204065
78,topic 10,7.238669331536201e-4
79,topic 1,0.26659305937834515
79,topic 2,3.5593667165430076e-4
79,topic 3,3.55936113911704e-4
79,topic 4,3.5593592865341435e-4
79,topic 5,3.559375916514401e-4
79,topic 6,3.559363029215454e-4
79,topic 7,0.16880827041941102
79,topic 8,0.5621071131254332
79,topic 9,3.559377063452275e-4
79,topic 10,3.559367616730858e-4
80,topic 1,0.03803325777472261
80,topic 2,2.776807301337907e-4
80,topic 3,0.06449306610371539
80,topic 4,2.77679809838237e-4
80,topic 5,2.776800006471453e-4
80,topic 6,2.7768020880810333e-4
80,topic 7,0.11475568170051927
80,topic 8,0.018638151558488886
80,topic 9,0.25004343166217685
80,topic 10,0.5129256904509497
